JobAsmbl_Company,Customer_Name,JobHead_ProdQty,JobHead_QtyCompleted,JobOper_OprSeq,JobOper_OpDesc,ResourceTimeUsed_ResourceGrpID,JCDept_JCDept,JCDept_Description,JobOper_LastLaborDate,Calculated_RemProdHrs,Calculated_OpCount,JobHead_PartNum,JobHead_PartDescription,OrderDtl_OrderQty,JobHead_SchedCode,JobHead_ProdCode,JobHead_JobHold_c,JobHead_CommentText,JobHead_JobNotes_c,JobHead_Company,JobHead_JobNum,JobHead_LotNum_c,JobHead_Remake_c,JobHead_Rework_c,JobHead_Rush_c,JobHead_Split_c,JobHead_TestCoupons_c,JobHead_Reference_c,Calculated_WIP,Calculated_RemainingOps,JobOper_CommentText,JobAsmbl_CommentText,JobAsmbl_TravelerLastPrint_c,JobAsmbl_TravPrintedBy_c,OrderRel_OrAckDate_c,Part_RefCategory
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000438","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000439","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000440","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000441","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000442","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000443","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000444","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000445","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000446","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000447","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000448","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000449","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000450","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000451","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000452","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000453","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000454","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000455","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000456","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000457","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000458","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000459","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000460","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000461","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000462","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000463","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000464","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000465","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000466","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000467","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000468","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000469","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000470","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000471","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000472","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000473","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000474","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000475","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000476","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000477","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000478","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000479","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000480","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000481","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000482","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000483","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000484","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000485","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000486","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000487","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000488","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000489","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000490","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000491","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000492","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000493","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000494","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000495","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000496","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000497","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000498","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000499","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000500","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000501","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000502","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000503","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000504","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000505","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000506","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000507","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000508","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000509","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000510","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000511","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000512","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000513","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000514","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000515","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000516","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000517","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000518","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
"AVA006","",48,0,10,"Document Control Supply Chain","SPLDOC","4070","Supply Chain",,19.97,19,"SN07428T","Stiktite Coated Shell Size 54mm",,"NORMAL","41200",False,"","","AVA006","U0000000000519","",False,False,False,False,False,"",0,"","Print Job Traveler","",,"",,"ACETABSH"
